gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
TRIM13	337743	357	44	247044	64680	101808	1	0	0	50	68	26628336	7.312022e-02	1
DIRAS3	331080	524	-25	135072	39816	42588	2	1	0	25	34	9684108	7.317151e-02	1
ATXN3	356163	415	27	233436	50820	540288	1	0	0	5	6	5351052	7.333311e-02	1
SPEF1	860065	241	43	144312	40908	184716	1	0	1	15	24	7754628	7.345787e-02	1
OOEP	732413	446	18	89040	26376	118188	1	0	1	18	18	9665208	7.346433e-02	1
ZNF214	418263	881	-4	374220	86688	105588	1	0	0	21	15	13418664	7.346885e-02	1
DLEU7	136985	649	31	89964	33012	25452	2	0	0	50	80	29821344	7.349100e-02	1
PARD6G	161542	NaN	38	214032	72996	60732	4	1	0	2	1	423612	7.355188e-02	1
S100A5	1454773	186	26	70728	16212	315756	1	0	0	49	45	27289584	7.360031e-02	1
RGS17	158803	677	1	131712	31836	325332	1	0	2	17	34	8641500	7.366514e-02	1
TAS2R7	408176	517	12	188748	53424	65268	2	0	0	50	43	22293348	7.368125e-02	1
SFXN5	453374	421	27	208488	62412	395388	3	0	2	30	33	18161304	7.368536e-02	1
FGG	59962	1036	-4	286776	68796	383796	3	0	0	4	3	3640224	7.382233e-02	1
SLC13A4	471922	312	2	378252	110880	838908	4	0	3	50	59	32423832	7.386861e-02	1
BCL10	348743	384	3	138432	40488	149940	1	1	0	5	6	3061044	7.397095e-02	1
KIAA1467	697100	196	7	369600	113988	669060	2	1	2	4	15	6300084	7.397330e-02	1
COL12A1	359824	486	-8	1852200	529704	2989476	8	1	2	1	5	4837728	7.404495e-02	1
CNOT4	579978	407	19	406308	113568	941724	4	0	2	6	7	4535916	7.405168e-02	1
GRAMD1B	684637	439	15	461244	116592	896868	2	0	1	24	19	14646576	7.409090e-02	1
C1QTNF4	989876	214	28	185052	65436	0	2	0	0	50	78	29227464	7.417098e-02	1
SH3GL3	179993	757	-3	217056	54096	358344	1	0	1	38	60	22439592	7.421646e-02	1
JAK1	269434	396	-5	718368	179004	1258488	5	1	2	9	5	5460084	7.421689e-02	1
PEX5L	307645	761	5	385056	103068	827568	6	0	0	1	1	1115940	7.422548e-02	1
ZNF114	1052191	391	32	255108	63924	188748	1	0	0	37	28	12950448	7.423260e-02	1
WWC1	413858	343	23	676872	192528	1001700	3	3	2	50	63	25993884	7.433014e-02	1
C20orf12	414892	436	2	462924	126504	934416	2	2	1	15	17	8996736	7.446573e-02	1
ARFGAP3	722786	187	60	323652	82320	805896	3	1	1	6	7	3585708	7.465261e-02	1
ACPP	210154	765	13	263760	68880	548856	1	0	1	50	56	27798456	7.465600e-02	1
HNRNPH3	615189	250	20	215628	55776	389592	2	0	0	5	5	2011128	7.474610e-02	1
MYCBPAP	1432761	200	22	596820	166488	785736	3	1	4	49	50	23905308	7.478543e-02	1
GGT6	1252775	318	22	274764	102228	82404	5	1	0	50	63	20683740	7.481035e-02	1
FBXW4	764146	385	29	245700	74592	445788	6	1	0	50	54	28348320	7.485294e-02	1
TDRD12	NaN	NaN	NaN	251748	59724	0	3	0	0	50	154	57662976	7.494810e-02	1
FABP1	180956	612	6	81312	19488	257292	2	0	0	26	35	13435464	7.500837e-02	1
GRIN2B	153586	825	-10	889728	245028	637812	5	7	1	13	18	4298028	7.505662e-02	1
ZNF142	1033606	269	43	990192	292992	508032	7	0	1	5	4	4866456	7.507764e-02	1
HAVCR1	138350	1207	11	216888	67116	413784	2	0	2	7	5	3068604	7.507782e-02	1
ZFAND2B	773232	177	36	159264	43848	330372	2	1	0	50	74	26953164	7.509388e-02	1
OR9G1	NaN	NaN	NaN	176988	53844	23184	3	0	0	50	154	57680280	7.514537e-02	1
SMARCAL1	590685	384	31	574644	163968	839160	3	1	3	14	16	7927500	7.517654e-02	1
TMEM171	447937	584	21	190848	58380	160524	3	1	0	50	70	25929288	7.517814e-02	1
ARPP21	3796	1075	-21	501816	133728	920808	3	4	4	15	21	4826304	7.524201e-02	1
SLITRK3	26494	1315	-17	569184	171192	38556	5	0	0	50	61	25923408	7.529748e-02	1
JRKL	272651	489	14	312816	84084	37296	1	0	0	50	43	21817824	7.534585e-02	1
IGFBP1	146330	623	8	153888	45696	170604	3	0	0	50	82	26469324	7.538400e-02	1
MMD	147492	526	-59	148512	38220	353304	3	1	1	32	40	12612012	7.538946e-02	1
USP5	2822601	232	32	526176	143388	1181880	4	2	1	17	20	8974980	7.540675e-02	1
ANKRD16	649866	305	28	219492	61740	296856	3	0	0	14	24	11686836	7.543710e-02	1
MLX	1884163	177	38	185052	48552	670068	2	0	0	11	8	5363232	7.544079e-02	1
SOLH	1205944	213	38	628068	204792	196560	4	2	0	50	79	24277008	7.547635e-02	1
ACO1	290567	424	-18	543396	149604	1084104	3	1	2	15	15	9425556	7.548134e-02	1
FAM174A	23650	1030	13	109368	37044	150696	2	1	1	9	13	4549440	7.550978e-02	1
DOC2A	NaN	NaN	NaN	241248	71988	231084	1	1	0	50	155	57906324	7.556260e-02	1
WWTR1	558006	263	18	241080	68124	301644	1	0	0	5	4	4687116	7.558900e-02	1
SNAI1	575200	181	51	155148	47712	86688	1	0	0	15	21	6826848	7.560697e-02	1
GALNTL5	309129	476	12	274092	69636	478800	2	0	1	9	10	5960052	7.575136e-02	1
HIST1H2BH	390169	544	57	73668	22848	81144	1	0	0	50	48	19938744	7.575815e-02	1
KCNH1	153525	862	-7	591864	166656	1462860	4	0	2	4	6	4926600	7.579864e-02	1
ZNF79	742340	209	43	303744	77532	236880	2	0	1	50	86	30998772	7.593281e-02	1
ALS2CR8	543912	392	33	443100	119868	741384	2	0	1	50	62	34120548	7.593767e-02	1
CACNA1E	111356	832	10	1379112	384132	2109996	11	2	3	1	7	3187212	7.594596e-02	1
L3MBTL4	236747	877	7	392784	97104	828576	5	0	4	29	27	12815544	7.599579e-02	1
ANKRD27	369667	455	-38	646968	175812	1329300	4	2	2	9	13	6366528	7.606843e-02	1
HOXB5	946208	524	29	158676	46956	141372	2	0	0	50	54	19667424	7.611510e-02	1
RAD51L3	516190	504	23	229572	74340	606312	1	0	0	15	19	8589756	7.617818e-02	1
C6orf127	621095	404	34	75768	19488	123984	2	1	0	22	36	11582508	7.618369e-02	1
NDE1	495419	283	26	234612	60732	1018332	1	0	0	10	5	4862424	7.620727e-02	1
CLIC6	284989	406	43	401940	122472	240660	2	0	2	45	70	26034792	7.621060e-02	1
HRH2	238233	642	19	229068	73332	81900	2	0	0	50	50	22153992	7.621436e-02	1
WARS2	163335	948	-5	221760	64008	619668	2	0	0	20	17	9067884	7.626162e-02	1
RALGPS1	419512	353	41	347088	92904	1224216	3	0	1	13	16	10547460	7.632500e-02	1
FCRLA	598281	504	20	226296	68292	324828	4	0	1	19	23	9596160	7.687043e-02	1
GTF3C3	404194	370	14	547260	140952	858564	3	0	1	29	40	21862260	7.694056e-02	1
C7orf23	182644	1011	28	73248	19740	204876	1	0	1	50	68	29278116	7.706775e-02	1
RNF34	650760	244	38	229404	61404	323064	1	0	0	25	37	16507176	7.709558e-02	1
TUBGCP5	347364	564	-32	647556	160860	988596	4	1	1	2	4	1914528	7.721418e-02	1
MIF4GD	1723762	171	31	157668	42672	330624	2	0	2	14	21	9700992	7.722942e-02	1
RHOBTB1	99491	403	-13	422772	113232	427392	2	0	0	12	11	7768068	7.726370e-02	1
C20orf160	1022704	386	29	255108	81564	313488	1	0	1	47	55	22552572	7.728575e-02	1
ABCA6	240031	493	-39	1005900	255612	1707048	7	1	6	23	37	13395228	7.733880e-02	1
CEACAM7	1249321	499	27	159936	45696	246204	2	0	0	31	45	17912916	7.745311e-02	1
RASSF5	504163	288	21	271488	81564	447300	1	0	0	33	43	22032024	7.751185e-02	1
MTA1	773175	244	40	438900	122556	605052	2	0	0	19	12	9981888	7.757572e-02	1
AXIN2	212714	773	-26	502656	144480	429912	4	1	0	24	38	11030796	7.769384e-02	1
CCL1	40425	871	-32	60564	15288	174384	1	0	0	50	66	23280012	7.793262e-02	1
ADAL	823006	415	50	227892	57876	461412	1	1	2	31	51	21292236	7.796050e-02	1
PPP1R9A	419387	534	-15	844788	219912	824544	2	0	0	3	3	3373524	7.802454e-02	1
ABCB4	225315	837	8	782628	218064	1339128	6	2	2	11	10	5020680	7.809571e-02	1
GPR21	NaN	NaN	NaN	206136	58212	35532	1	0	0	50	154	57696996	7.811336e-02	1
ZNF513	1244404	179	39	312900	99876	352044	1	0	0	41	56	24686676	7.811599e-02	1
NTAN1	564013	463	22	192528	52164	490140	2	0	0	2	3	2002476	7.818940e-02	1
ZNF670	379967	612	-15	239736	58128	358848	1	0	0	15	6	5010264	7.828247e-02	1
INSIG1	263493	NaN	14	203784	52500	323820	2	1	0	50	69	30387420	7.843161e-02	1
PHF23	1782958	316	21	237300	72156	402948	1	0	0	16	12	7847784	7.858393e-02	1
MYOZ2	241167	683	1	162876	42504	204120	2	0	0	50	70	30814476	7.858724e-02	1
RNF43	782135	399	22	456456	144312	437472	5	0	0	10	30	13920480	7.867957e-02	1
ITGBL1	26094	536	-6	312480	71820	583380	2	0	0	20	16	12900384	7.869551e-02	1
MEIS3	797690	276	38	257964	73164	257040	3	0	1	50	64	22087044	7.875404e-02	1
DLG2	57955	1000	-20	647136	168084	2552256	6	1	5	6	13	5771976	7.876242e-02	1
CATSPER1	3854361	208	57	473508	128016	488628	7	1	2	8	13	2802324	7.880882e-02	1
RPL26L1	488219	181	36	89628	23772	217476	1	0	0	13	22	9530304	7.887459e-02	1
HIST1H2BL	267617	634	32	74340	22680	133812	1	0	0	16	5	4965660	7.893191e-02	1
ACIN1	1261207	185	41	826896	243348	1015056	5	0	1	3	1	2137800	7.897530e-02	1
IFT88	399247	434	27	529536	127176	1033452	3	0	0	1	0	1309980	7.903551e-02	1
SLC25A17	854552	191	47	186480	54432	455868	1	0	0	10	19	7451472	7.905839e-02	1
FAM131B	379715	379	29	218232	60732	178416	3	0	1	50	68	25937856	7.910858e-02	1
NLRP8	802494	561	-68	630252	172368	618912	7	1	2	41	68	20257860	7.912042e-02	1
HSD17B1	1884163	177	38	189924	63840	130284	3	0	0	50	63	26349288	7.913907e-02	1
CAPZB	811050	429	41	170436	44016	602532	2	0	1	40	62	22857744	7.914551e-02	1
ENPP5	62118	819	16	288960	75432	173880	2	0	1	50	48	25461156	7.917129e-02	1
SYNCRIP	393389	384	14	389088	103824	425124	4	0	0	9	17	7062048	7.922117e-02	1
KIAA1409	321756	678	21	1503012	403368	2459016	9	2	6	3	20	6058668	7.922518e-02	1
ZBTB37	443726	385	13	310548	90132	548100	1	1	0	50	89	39829020	7.935862e-02	1
SERPINB8	114875	671	26	234192	58128	469980	1	1	0	38	57	18216492	7.938970e-02	1
OR7G2	311030	471	-63	199164	61908	9828	1	0	0	50	85	22653792	7.940973e-02	1
GALNT4	NaN	NaN	NaN	342216	95508	88200	1	0	0	50	154	57786960	7.952392e-02	1
ZPBP	135352	917	-13	216804	57372	385308	2	0	0	2	0	2709504	7.969623e-02	1
RALGPS2	364466	434	-2	369768	90888	1359036	1	0	1	11	6	7691376	7.970912e-02	1
XKR9	241667	562	22	226464	58296	135072	1	0	0	50	52	22809864	7.973428e-02	1
KLHDC9	689033	250	23	216048	56364	149940	1	0	0	50	68	23158884	7.977584e-02	1
CCDC85A	63834	739	-15	328692	95172	131292	4	0	0	50	75	32369736	7.983820e-02	1
NCR2	338294	510	40	163884	50568	190008	3	0	0	6	8	3592008	7.990511e-02	1
JARID2	86503	782	34	746676	213192	970200	5	2	1	16	27	9608172	7.992564e-02	1
SEC14L4	655714	288	38	253680	66612	398916	3	0	1	48	41	23940588	8.012080e-02	1
PGLYRP2	524410	481	33	328188	112560	130788	4	1	0	50	91	29527596	8.014265e-02	1
EBAG9	134329	623	8	134568	33264	344988	2	0	1	12	22	8127504	8.014770e-02	1
SERPINB10	133459	522	19	246036	60396	305928	3	1	1	50	63	28553868	8.017419e-02	1
FBXO2	682357	264	32	180180	49896	173628	2	0	0	36	35	21799260	8.020209e-02	1
MMP23B	NaN	NaN	NaN	229236	74424	19908	1	0	0	50	154	57697584	8.024775e-02	1
NUBP2	1604603	288	36	161616	50568	210672	2	0	1	43	44	17107272	8.028685e-02	1
SLC22A24	NaN	NaN	NaN	327684	98196	95760	5	0	1	39	121	43974420	8.030294e-02	1
ATG10	156562	717	25	139776	34356	483840	2	0	0	3	6	4020912	8.033363e-02	1
OR4D11	430021	507	-1	178668	57204	8820	4	1	0	6	7	1187508	8.038319e-02	1
OR56B1	139577	922	2	187404	58296	37800	3	0	0	43	77	18486216	8.045413e-02	1
PRPH	2154742	171	49	280476	84168	248724	2	0	0	3	2	1692012	8.046557e-02	1
MST1R	1289886	170	38	813876	264432	745416	5	2	0	39	54	25077360	8.052979e-02	1
AKT1	711772	247	36	299460	77280	384552	1	0	2	50	59	28369824	8.063841e-02	1
ZCCHC8	866834	187	42	433524	114828	308700	4	0	2	49	47	25072404	8.064900e-02	1
TRPV2	829707	254	8	456372	135072	641340	3	0	0	4	3	3073728	8.066322e-02	1
FBLN1	448796	195	3	527016	141288	893088	2	3	0	50	64	28801920	8.071722e-02	1
ELP4	165949	879	-7	257712	73164	536256	1	0	0	8	15	8207052	8.093197e-02	1
USH2A	82180	967	-25	3134880	872172	3684240	21	6	4	1	10	4630752	8.100875e-02	1
POC1A	1096747	193	52	248976	70560	481572	2	0	0	14	6	6224568	8.110837e-02	1
HSD11B1L	879991	295	21	217308	70728	211428	2	0	0	14	11	7003836	8.121526e-02	1
NIPA2	352778	529	-8	214452	63504	224532	1	0	0	19	20	8642592	8.129038e-02	1
MSH4	146770	535	-10	574896	153132	870660	2	1	3	29	38	16334052	8.130512e-02	1
FMOD	552574	325	40	221088	65940	129780	1	0	1	50	84	27232212	8.131052e-02	1
OR10V1	431271	409	27	179172	55188	13104	2	0	0	50	71	35959644	8.134748e-02	1
C3orf38	123481	894	0	197484	54012	128772	1	0	0	32	41	13801284	8.135028e-02	1
DKKL1	2183690	309	30	143556	44688	196560	4	0	0	5	11	3343620	8.135388e-02	1
KRT7	742854	178	53	279888	83496	405468	3	0	2	50	72	24058020	8.140872e-02	1
CCKAR	165749	636	36	253848	74508	298116	3	0	2	50	80	28914144	8.141354e-02	1
HIST1H1A	408919	685	43	123648	40656	60228	1	1	0	20	23	5493348	8.142943e-02	1
OR4C15	1141	1100	-37	217980	61992	29484	4	0	0	50	49	17537184	8.144792e-02	1
GBX1	611046	337	38	204792	71148	67788	2	0	0	50	56	21840756	8.149173e-02	1
EIF3M	408431	613	7	236712	57876	708120	1	0	1	11	12	7215516	8.152101e-02	1
WWC2	244213	295	-3	725508	198576	580356	4	0	1	21	25	12307428	8.158287e-02	1
GIPR	950605	194	45	279972	86184	430416	2	0	2	20	31	9782220	8.161322e-02	1
C16orf71	717235	194	35	309204	93744	410508	4	2	0	50	79	31734948	8.165780e-02	1
ASB9	204248	NaN	17	186312	50568	336924	2	1	0	50	88	32894904	8.171509e-02	1
CXCR7	121886	599	10	213360	62076	53676	1	0	0	50	65	22075620	8.177430e-02	1
C21orf70	746455	191	74	137760	42420	143136	2	0	0	18	26	8401428	8.180379e-02	1
RGMB	141802	729	11	280896	85260	84924	2	0	1	10	11	3850980	8.187087e-02	1
EI24	391073	595	23	217392	50232	335664	3	0	0	50	74	29243844	8.187909e-02	1
IRGC	452493	192	-2	263004	89292	50904	3	0	0	50	62	31122168	8.196930e-02	1
ROCK1	185443	407	-6	859824	196812	1333836	4	1	0	3	3	3208548	8.205850e-02	1
ME2	212718	332	61	361368	96012	711144	1	0	2	50	43	25443348	8.216573e-02	1
TRIM45	331822	566	12	345324	98952	377748	2	0	1	50	61	27876828	8.221138e-02	1
CACNA1G	1559131	196	19	1458828	443016	1080576	5	2	1	17	39	13619256	8.221613e-02	1
S100A2	1454773	186	26	61068	15036	129528	1	0	0	50	47	27404748	8.234717e-02	1
SLAMF7	1188881	618	29	203028	57540	411768	2	0	0	18	13	8312892	8.245612e-02	1
GLP2R	76286	212	-53	335244	95676	781704	1	1	2	50	55	26453532	8.247682e-02	1
CDC20B	222731	430	2	317352	86856	771372	1	1	2	50	87	35138628	8.261435e-02	1
CTBP2	283236	508	20	578844	190512	538272	7	1	1	36	59	23015748	8.262653e-02	1
LRGUK	239801	634	8	510468	133644	975744	3	1	0	7	9	4748772	8.270877e-02	1
AGT	422372	568	6	281652	89796	231588	1	1	0	50	70	30367092	8.280568e-02	1
ARL6IP1	739644	279	45	126000	33768	318528	2	0	0	25	25	11729508	8.286640e-02	1
XRCC4	230543	717	8	210672	51156	520884	2	1	0	50	47	26900664	8.289545e-02	1
KCNH8	25033	1018	-14	668724	184044	855792	7	0	2	7	8	4149264	8.296535e-02	1
CROT	222199	876	3	399756	101976	885024	2	0	1	8	13	7804608	8.307408e-02	1
AP1M1	814131	255	26	269976	71736	476532	3	2	0	50	84	31148376	8.316602e-02	1
DYRK1B	1289328	526	23	368088	118020	390600	3	0	0	1	0	886116	8.316816e-02	1
ZNF7	1454261	384	20	418404	105504	226044	4	0	0	17	31	16886520	8.334515e-02	1
UBE2E3	114904	888	11	128268	34020	218736	1	0	0	5	5	2497236	8.339070e-02	1
CCDC55	605144	298	24	351120	78036	264348	2	0	0	50	73	28131012	8.339828e-02	1
CDK2	2080397	229	31	178668	53424	402444	2	0	0	4	5	3488604	8.343827e-02	1
TULP1	683460	280	36	330372	94752	522396	4	0	1	50	66	33502812	8.344059e-02	1
PHACTR2	346938	363	2	391188	113064	603540	3	0	1	50	50	28982940	8.346414e-02	1
XG	202643	NaN	23	128436	30576	393624	2	0	1	50	54	27026244	8.348491e-02	1
ZSWIM2	278175	629	-5	390516	97356	364896	2	1	0	17	19	8594460	8.358626e-02	1
BRIX1	241905	675	21	223608	54096	400428	1	0	1	49	80	29419992	8.360468e-02	1
ZMIZ2	1289776	164	55	542640	171780	845208	4	1	0	8	18	5746524	8.378686e-02	1
KCNQ1	812471	589	39	403200	125496	612360	3	1	0	4	6	2819796	8.383699e-02	1
STK31	367849	441	14	639912	155400	1362060	5	0	1	4	4	2526804	8.414931e-02	1
OR4D9	430021	507	-1	181020	56616	25200	2	0	0	50	71	30170868	8.426763e-02	1
DAB2IP	448984	475	22	689136	207984	613368	3	2	0	50	55	26602800	8.434828e-02	1
LYSMD4	173729	507	16	177744	51576	214200	3	0	0	15	22	9085188	8.435751e-02	1
OR10S1	107524	830	-5	190008	60984	37296	2	0	0	50	85	29917020	8.442215e-02	1
SPATA5	100687	528	11	538020	153468	1113588	2	0	0	3	3	3678780	8.447527e-02	1
CPXM2	147419	771	10	458304	127092	751212	2	1	2	12	14	9844716	8.448489e-02	1
ACTB	1906749	195	34	224448	64848	219744	1	0	0	34	49	18908652	8.452133e-02	1
FBLIM1	752403	174	29	267372	81144	349272	1	0	1	50	56	27402396	8.457327e-02	1
L3MBTL3	68020	844	23	491652	119952	904680	4	1	3	8	15	5246556	8.459218e-02	1
TWISTNB	168714	941	-11	204876	54936	190764	2	0	1	16	16	8722896	8.466257e-02	1
CCDC127	1040169	530	24	157332	42000	100296	2	0	0	50	63	20486004	8.478326e-02	1
UPK3B	882992	220	56	219324	47544	224532	2	0	0	3	1	1056216	8.490091e-02	1
MYL3	427952	376	40	123648	31080	287784	2	1	0	50	72	37424520	8.494145e-02	1
PHACTR4	778726	182	29	434280	122388	972972	2	0	2	10	12	6116628	8.495214e-02	1
PPEF2	482292	429	45	464352	121800	952308	3	0	0	1	0	1664628	8.500814e-02	1
TRIM23	421173	406	28	365064	96600	621180	1	0	1	30	27	17541804	8.502089e-02	1
SERPINE2	314351	346	11	249984	68796	340200	2	2	1	7	10	3160332	8.503594e-02	1
ISM2	504548	359	47	350952	88032	335664	3	0	0	17	24	12062652	8.507444e-02	1
MAP3K6	884974	188	30	761712	240996	916524	4	1	2	50	72	30313164	8.520240e-02	1
HNRNPAB	672705	448	46	207144	52668	349020	2	0	1	50	95	34065780	8.532035e-02	1
KCNK6	1467279	253	0	175056	64344	114912	3	1	0	44	71	17409840	8.538334e-02	1
LYPLA1	268612	450	31	143724	38976	431928	2	1	0	4	6	3132024	8.545445e-02	1
FAM178B	677234	392	46	415968	122052	97524	3	1	1	30	43	12936756	8.551560e-02	1
PCLO	42656	1075	-27	3026604	889476	708624	18	2	2	8	13	5928888	8.558899e-02	1
PLEKHM2	683349	174	22	613620	176652	207144	5	0	0	36	51	23324784	8.560627e-02	1
AQP8	189953	551	12	152712	50904	304416	2	0	0	5	4	2952180	8.562187e-02	1
NLRP6	1463610	437	24	510468	171444	193284	4	1	1	8	6	3025260	8.564131e-02	1
PMFBP1	443927	479	0	644868	152460	1195236	3	0	1	3	2	1937460	8.588207e-02	1
TSKU	287129	214	42	196056	72576	27720	3	0	0	50	70	23845332	8.591554e-02	1
AGFG2	1651125	242	60	285432	90048	600264	1	1	0	26	25	12791688	8.613357e-02	1
TNMD	182582	NaN	-2	198576	47880	247464	1	0	1	30	48	17489724	8.614101e-02	1
SLC16A8	1478013	200	76	281232	104580	149688	1	1	0	50	53	19519164	8.615977e-02	1
GOT1L1	660779	379	37	229908	61656	222516	1	0	0	34	60	22724688	8.616689e-02	1
CYC1	2720766	211	27	191856	61152	161028	2	0	0	6	4	2706732	8.620532e-02	1
STK38L	555677	345	37	295260	69384	704592	1	0	3	50	61	27565356	8.623631e-02	1
TMEM177	337284	441	29	176484	60396	41832	3	0	0	50	78	29418396	8.629319e-02	1
GNAQ	328481	671	-24	221928	56784	340956	1	0	2	22	22	8114736	8.630421e-02	1
GLRA1	496476	528	28	279720	74592	758016	1	1	0	25	28	15607704	8.631743e-02	1
CPVL	112083	634	7	297276	75432	611100	3	1	2	8	7	2635836	8.632242e-02	1
OLFM3	66875	991	-15	279216	72828	407988	3	2	0	34	48	16132284	8.639108e-02	1
TRAF3IP3	220312	429	18	343140	89292	660240	2	0	1	7	6	3089604	8.651087e-02	1
BCS1L	1033606	269	43	249312	75768	298368	2	0	0	5	4	4866456	8.656468e-02	1
NBEA	38939	1070	11	1799700	485688	1469412	10	1	5	7	13	6186432	8.657777e-02	1
LPPR2	1385739	197	31	263928	86604	355320	3	0	2	48	66	26803812	8.658683e-02	1
SEL1L3	247887	575	54	693504	186228	802620	4	0	2	22	22	12417384	8.663676e-02	1
PDE6H	380047	476	8	52920	13608	135576	1	0	0	50	59	30600612	8.663677e-02	1
IL18BP	747702	311	59	127680	33600	308700	1	0	0	1	3	2007684	8.671515e-02	1
C19orf53	767214	289	6	60648	17472	135324	1	0	0	19	57	14482440	8.672179e-02	1
GPR158	43942	814	-21	721224	208656	516852	6	2	0	42	47	18327036	8.688322e-02	1
SPINT2	1410213	301	-1	153552	43764	301140	1	0	0	14	32	7621572	8.692232e-02	1
LRRK1	402246	363	12	1206996	349356	1516032	5	0	0	0	0	1865388	8.693565e-02	1
DLX2	534370	295	34	191436	59304	104076	2	1	0	5	6	2964948	8.704454e-02	1
CHPF2	610106	290	32	436128	151284	170604	2	2	0	8	9	5040336	8.712184e-02	1
ZSWIM1	725555	209	59	284844	83580	90216	1	0	0	50	72	23269344	8.732527e-02	1
CCT6A	738325	642	4	324996	90300	783720	2	1	1	4	6	3021732	8.740356e-02	1
SMARCC2	2878044	171	40	756840	213360	1388772	3	1	0	3	5	3908940	8.741287e-02	1
ZNF696	1657385	389	19	218736	66780	33516	2	0	0	50	54	27507312	8.751187e-02	1
ZNF302	910826	607	-54	249144	57288	324324	2	0	0	21	15	7234752	8.761361e-02	1
PIGB	243817	487	11	343560	87612	287280	3	0	1	50	52	27845496	8.763353e-02	1
PHACTR1	251440	714	17	355908	96432	672336	2	2	0	24	36	14148708	8.780726e-02	1
SMAD7	160419	191	79	247716	78120	165060	1	0	0	50	76	29776320	8.785006e-02	1
KCNS1	865186	324	46	300972	100464	55944	3	0	0	50	86	35749812	8.789742e-02	1
U2AF1	687433	279	59	164556	43092	438984	2	0	2	50	85	26430348	8.790656e-02	1
CDC27	955548	395	18	512064	134316	756756	3	1	2	6	8	4398912	8.791128e-02	1
DUSP23	801453	497	6	86100	30072	39060	1	0	0	50	71	25554564	8.806270e-02	1
PGP	2179404	224	39	181692	63252	36540	1	0	0	50	75	18728136	8.807185e-02	1
LGALS14	1243326	439	23	107016	28056	286524	2	0	1	12	13	5776260	8.816091e-02	1
NIPAL4	266195	1087	41	271824	86268	203616	1	0	0	44	60	24199980	8.823820e-02	1
OCRL	330789	NaN	22	564564	140532	1175580	3	0	1	7	7	3999240	8.825677e-02	1
ARHGAP39	1706542	291	12	658224	195804	357084	3	0	1	11	6	4377744	8.830436e-02	1
SMARCD2	1446139	380	27	319116	95172	436716	1	1	0	17	27	12617724	8.836143e-02	1
PITX2	64585	758	-15	230580	66024	204372	1	1	0	19	19	8112048	8.838397e-02	1
CKMT2	182569	777	30	252756	73836	581112	2	0	0	12	16	11064396	8.848043e-02	1
GABRA3	237855	NaN	-32	298284	83496	612360	3	0	0	4	6	5919480	8.848050e-02	1
RNF103	621664	442	36	414624	107016	197820	3	0	0	20	21	9679488	8.864203e-02	1
SRM	577167	408	34	186060	50568	233100	1	0	1	13	20	6908412	8.871236e-02	1
UNG	595266	487	20	210000	59892	263844	2	1	1	7	7	2821728	8.889655e-02	1
SLC22A18AS	552601	256	34	146832	48216	60480	2	0	0	50	68	30873612	8.902820e-02	1
DR1	699815	223	13	107940	27888	99288	1	0	0	50	67	34046376	8.905526e-02	1
TXNRD2	648548	197	18	319200	96348	767844	2	1	3	17	24	8504244	8.907331e-02	1
CD8A	330931	543	19	138348	45108	196308	1	0	1	22	37	8754396	8.916994e-02	1
PRICKLE4	429684	341	47	229572	67536	262584	1	2	0	11	21	9065952	8.921021e-02	1
RNF168	1173736	125	34	347424	90552	284508	1	1	0	34	48	21099540	8.930069e-02	1
CCDC70	353099	349	69	144564	33348	31248	2	0	0	50	77	24943548	8.931452e-02	1
HAP1	1617880	323	9	376320	109032	492408	6	1	2	10	11	4639572	8.931469e-02	1
C22orf39	650407	300	16	96012	27468	122976	1	0	0	50	77	32267088	8.936900e-02	1
RYR2	86856	1024	-24	3065832	794808	3148488	28	6	18	4	32	5925528	8.939596e-02	1
OR4C16	1141	1100	-37	183036	51576	26712	4	1	0	8	1	773640	8.948650e-02	1
F2R	257923	372	46	248136	74928	40320	1	0	0	50	80	28266000	8.954290e-02	1
KIF5B	360559	166	29	607740	146244	1121904	2	0	1	17	23	13489896	8.955780e-02	1
SYNJ2	478315	208	44	897036	260904	1325016	5	3	1	16	22	7893396	8.960826e-02	1
PAK2	798731	446	41	325752	85260	749700	3	0	1	37	37	17573640	8.968762e-02	1
C9orf102	260804	471	25	436464	115668	664272	2	0	3	50	75	33844188	8.969248e-02	1
NOM1	386240	474	22	517692	143808	548352	5	1	2	33	51	25756836	8.975685e-02	1
LIN28B	108630	702	-4	150948	41832	215964	2	0	1	19	35	11275572	8.978126e-02	1
EREG	174005	402	7	105084	27468	257292	1	0	0	50	47	23635752	8.981786e-02	1
OR2Z1	536422	487	-47	179088	58800	183708	2	1	0	50	85	28868196	8.984631e-02	1
TERF2IP	449343	354	18	235116	69300	171864	2	0	0	40	48	27965700	8.985344e-02	1
DTX3	1338867	303	48	201096	66276	207144	1	0	0	26	69	16536828	8.991968e-02	1
IGFL4	997099	261	31	78120	19908	136332	1	0	0	50	75	29420496	8.992164e-02	1
