gene	bin
JAG1	11055
ARID3A	10788
DRP2	11944
ATN1	8131
DSC1	10560
DSC2	10559
DSC3	10559
DSCAM	11391
RCAN1	11366
DSG1	10561
DSG2	10561
AGT	877
DSG3	10561
TSC22D3	11970
DSP	4519
EPYC	8489
DSPP	3243
SLC26A2	4348
DTNA	10575
DTNB	1070
HBEGF	4305
DTX1	8588
DTYMK	1990
ECM2	6771
DUSP1	4453
DUSP2	1355
DUSP3	10286
DUSP4	5978
DUSP5	7429
DUSP6	8482
DUSP7	2226
AGTR1	2644
DUSP8	7537
DUSP9	12160
DUT	9593
DVL1	2
DVL2	10168
DVL3	2805
DYRK1A	11379
AGTR2	12006
TOR1A	6936
E2F1	11133
APLNR	7758
E2F2	91
E2F3	4578
E2F4	10041
E2F5	6220
E2F6	1006
E4F1	9838
EBF1	4388
GPR183	9038
ECE1	81
AGXT	1987
TYMP	11560
ECH1	10930
ECHS1	7532
ECM1	521
ECT2	2754
EDA	11830
ABCA1	6823
NR0B1	11689
S1PR1	436
LPAR1	6851
S1PR3	6756
EDN1	4541
EDN2	167
EDN3	11249
EDNRA	3510
AHCY	11136
EDNRB	8940
PHC1	8137
PHC2	131
EEF1A1	4777
PLAC4	11397
EEF1A2	11269
PGAM5	8675
B3GNT6	7841
HIGD2A	4467
KRT24	10273
CYS1	1000
AGO3	143
AGO4	142
SCAMP5	9713
EEF1B2	1829
EEF1D	6486
LINC00189	11342
EEF1G	7781
EEF2	10801
EIF2D	769
EFNA1	541
EFNA2	10790
EFNA3	541
EFNA4	541
EFNA5	4156
EFNB1	11826
EFNB2	9072
EFNB3	10170
EGF	3344
CELSR3	2212
CELSR2	467
MEGF6	11
MEGF8	10944
MEGF9	6895
EGFR	5453
EGR1	4296
SDR16C5	6089
PRXL2C	6788
ZNF367	6787
EGR2	7219
AHR	5285
EGR3	5948
EMX2OS	7461
PLPP4	7475
METTL15	7654
EGR4	1288
EHHADH	2810
MPZL3	8023
IMMP1L	7670
OR56B4	7555
KRT78	8317
RILPL2	8634
DNAH10	8636
AMN1	8238
EIF1AX	11644
DTX3	8338
METTL7B	8329
LINC02909	8208
ZFC3H1	8400
PLBD2	8590
FAM71C	8528
RMST	8519
CCER1	8489
EEF2KMT	9850
EIF2S1	9319
PIANP	8130
DCP1B	8108
ANO6	8284
ARID2	8286
METTL21C	9054
EEF1DP3	8731
EIF2B1	8635
VSTM4	7158
FAM24B	7486
EIF2S3	11661
LINC00638	9490
ADCY4	9126
EPHA2	61
LINC01599	9242
FAM227B	9598
DNM1P46	9820
CT62	9696
GRAMD2A	9701
AHSG	2816
MGC15885	9658
LCTL	9675
UBR1	9571
PATL2	9577
SNAI3-AS1	10132
LINC00311	10118
LDHD	10071
FCSK	10053
MLKL	10069
ZNF778	10135
ACSF3	10134
WDR90	9831
EME2	9836
NLRC3	9843
NSMCE1	9931
EIF4A2	2817
EIF4B	8318
EIF4E	3294
EIF4EBP1	6018
EIF4EBP2	7253
EIF4G1	2806
EIF4G2	7575
EIF5	9484
EIF5A	10168
LKAAEAR1	11271
CELA1	8311
ELANE	10788
SERPINB1	4498
DZIP1L	2596
TTC21A	2169
ELAVL2	6597
ELAVL1	10816
ELAVL3	10829
ELAVL4	205
MCEMP1	10815
ZNF627	10830
DAND5	10835
ELF1	8773
ZNF585A	10923
GGN	10928
CADM4	10947
THAP8	10919
U2AF1L4	10917
ZNF626	10866
NIBAN3	10854
ELF2	3473
ADM5	10971
LCE4A	530
ALG14	407
FAM76A	108
LINC00466	264
ELF3	751
FYB2	235
TMEM201	37
TMEM61	227
CYP4Z1	192
FAAP20	5
A2M	8138
ABCA2	6967
ELF4	12065
CDCP2	223
SLC5A9	197
CC2D1B	215
NUDT17	516
TXLNA	126
ELF5	7683
DYNLT5	281
PLD5	928
C1orf100	936
SPAG17	507
SLFNL1	165
KRTCAP2	541
CRTC2	536
TMEM51-AS1	57
ELK1	11766
IBA57	865
FAM209A	11236
LINC00656	11112
RNF215	11471
APOBEC3A	11509
APOBEC3F	11509
CFAP221	1442
ELK3	8513
VWA3B	1360
CREG2	1375
ALMS1P1	1289
TET3	1291
ELK4	767
GKN2	1268
TEX37	1350
ANKRD23	1358
APLF	1266
PIKFYVE	1838
ELN	5495
KRTCAP3	1080
FAM237A	1831
TMEM17	1239
SPRED2	1252
TIGD1	1949
UICLM	1987
CFAP20DC	2256
KCTD6	2255
LIPH	2811
ARL13B	2399
DHFR2	2399
EML1	9467
HTR3D	2805
RPL22L1	2745
SLC51A	2860
FBXO45	2861
KLHDC8B	2214
MUC20	2858
GABRR3	2417
EMD	12162
MARK2	7787
CEP112	10374
DHRS7C	10179
CENPV	10207
FLCN	10209
PLD6	10209
ZNF385C	10279
SAMD14	10309
EMP1	8154
LYRM9	10225
SLC16A13	10167
SPEM2	10169
CENPX	10445
LRRC45	10445
SLC39A11	10406
TRIM65	10420
UNC13D	10420
RDM1	10258
EMP2	9875
SPNS3	10156
EMP3	10966
FBXO15	10758
RAB12	10489
DLGAP1-AS3	10468
ADGRE1	10813
ZBTB7C	10638
ZNF584	11006
ZSCAN4	11003
HACD2	2533
STT3B	2135
EMX1	1286
LINC00870	2318
DNAH12	2250
PDE12	2251
DENND6A	2251
TIGIT	2491
AADACP1	2658
CTTN	7814
C4orf46	3561
SLC10A4	3082
TIGD4	3534
TMEM154	3533
EMX2	7461
SMIM14	3042
EN1	1439
TMEM192	3590
RWDD4	3675
PRIMPOL	3680
CRYBG1	4923
EN2	5839
TAPT1	2934
TAPT1-AS1	2934
SPATA24	4300
DNAJC18	4300
ENDOG	6932
RANBP3L	3863
LOC202181	4472
ENG	6928
CCDC125	3993
LINC01554	4104
ENO1	34
GAPT	3944
CMYA5	4030
STK32A	4336
OSTCP1	5160
TCTE1	4661
KHDRBS2	4723
ENO2	8131
ENO3	10158
PAXIP1-DT	5837
ENPEP	3346
C7orf33	5814
ENSA	521
TMEM184A	5217
AK1	6928
SLC29A1	4661
ADCK5	6488
TSNARE1	6479
R3HCC1	5951
PRSS55	5895
C8orf74	5896
HTRA4	6022
ADAM32	6023
ERICH5	6277
LGI3	5945
TMEM268	6867
C9orf72	6615
CCDC171	6561
NAIF1	6929
FAM219A	6645
CCDC107	6651
ANKS6	6795
EP300	11518
SUSD3	6773
EPAS1	1165
CT83	12008
SLC25A43	12020
RTL3	11861
NRK	11962
EPB41	112
INTS6L	12089
ZNF449	12088
VMA21	12152
TMEM31	11953
PAGE2	11789
EPB41L1	11144
EPB41L2	5032
EPB42	9572
ANO5	7627
DMTN	5945
AK2	129
STOM	6899
RPSAP52	8374
EPHA1	5794
EPHA3	2394
CERS3	9822
EPHA4	1898
EPHA5	3144
EPHA7	4865
EPHA8	87
EPHB1	2581
EPHB2	88
NLRP11	10995
HIPK1	488
EPHB3	2807
SLC44A5	319
AK4	273
EPHB4	5606
EPHB6	5792
AMER3	1490
EPHX1	855
EPHX2	5970
C2orf69	1801
STX2	8668
DIPK2A	2622
CLN8	5862
SENP5	2862
EPO	5606
EPOR	10829
USF3	2489
EPRS1	831
TRIML2	3696
EPS8	8166
EPS15	211
NR2F6	10853
LVRN	4195
SLC36A1	4355
ERBB2	10269
C6orf163	4838
PIP5K1P1	4521
ERBB3	8331
ERBB4	1852
ERCC1	10954
ERCC2	10954
EREG	3184
AKT1	9490
EYA4	5043
ERCC3	1478
SFTA1P	7020
ERCC4	9890
ERCC5	9054
ERCC6	7160
ERF	10944
ERG	11384
ERH	9328
AKT2	10936
ERN1	10369
FBL	10934
ESD	8799
ESR1	5127
ABCA3	9838
ALAD	6862
ESR2	9305
ESRRA	7789
ESRRB	9359
ESRRG	815
ETF1	4297
ETFA	9718
ETFB	10978
ALAS1	2227
ETFDH	3561
ETS1	8070
ETS2	11386
ETV1	5269
ETV2	10917
ETV3	549
ETV4	10285
ETV5	2814
ALAS2	11789
ETV6	8147
EVC	2890
MECOM	2737
EVI2A	10238
EVI2B	10238
EVPL	10420
EVX1	5330
ALB	3180
EWSR1	11466
EXT1	6367
EXT2	7727
EXTL1	100
EXTL2	434
EXTL3	5975
EYA1	6156
EYA2	11193
ALCAM	2451
EYA3	109
EZH1	10282
EZH2	5815
F2	7739
F2R	4017
ABCD1	12160
F2RL1	4018
F2RL2	4017
F3	405
F5	603
F7	9101
F8	12163
F9	12105
F10	9101
ALDH1A1	6684
F11	3687
F12	4471
F13A1	4513
F13B	729
FAAH	189
FABP4	6203
FABP1	1349
FABP2	3385
ALDH2	8583
FABP3	123
FABP5	6202
FABP6	4395
FABP7	4995
FANCA	10137
FANCC	6781
FANCD2	2037
FANCE	4621
ALDH3A1	10215
ACSL1	3680
ACSL3	1905
ACSL4	11978
FAH	9736
PTK2B	5969
BPTF	10384
FANCB	11620
FANCF	7629
FANCG	6648
ALDH1B1	6663
FAP	1628
FBLN1	11537
SAMD9L	5573
AMER2	8701
ATAD3C	2
FARSA	10835
USP12	8710
PLAC9	7295
FASN	10446
MTIF3	8711
GSX1	8713
OR4C16	7751
OR4C11	7751
OR4S2	7751
OR4C6	7752
OR5D14	7752
OR5L1	7752
OR5D18	7752
OR7E5P	7753
OR5AS1	7753
OR8K5	7754
OR5T2	7754
OR8H1	7754
OR8K3	7754
OR8J1	7755
OR8U3	7755
OR5M3	7755
OR5M8	7755
OR5M11	7755
OR5AR1	7756
FAT1	3689
OR5AK4P	7758
LRRC55	7758
SMTNL1	7760
YPEL4	7760
MED19	7761
TEX47	5554
ZNF804B	5554
FAT2	4355
CABCOCO1	7213
TMEM26	7212
ZCCHC24	7293
ENKUR	7082
ARMC3	7072
UNC5B	7256
FAU	7792
PROSER2-AS1	7025
STOX1	7246
FAM241B	7249
TYSND1	7251
ZNF25	7138
GJD4	7129
CCNY	7127
RTKN2	7216
TBATA	7254
C11orf45	8072
HYLS1	8058
TMEM218	8054
SLC37A2	8054
OR8B12	8052
OR10G8	8049
OR10G9	8049
OR10S1	8049
OR6T1	8049
OR4D5	8049
TBCEL	8036
FBLN2	2053
TLCD5	8032
MRPL21	7807
TPCN2	7807
SPATA19	8095
OR6Q1	7762
OR9I1	7762
OR9Q1	7762
OR9Q2	7763
OR1S2	7763
OR1S1	7763
OR10Q1	7763
OR5B17	7763
OR5B21	7764
GLYATL2	7766
MPEG1	7767
OR5A2	7768
OR5A1	7768
OR4D6	7768
OR4D11	7768
PATL1	7769
OOSP2	7771
MS4A15	7774
ABCB7	11848
ALDH1A3	9825
FBN1	9593
VWCE	7776
CYB561A3	7776
PPP1R32	7777
GDPD4	7842
DDIAS	7868
CCDC83	7881
LTO1	7810
SHANK2-AS3	7816
LRTOMT	7819
ERICH6B	8794
CBY2	8795
FBN2	4251
DLEU7	8817
FAM124A	8819
SKA1	10649
CFAP53	10648
DOK6	10736
EFEMP1	1209
ATOH7	7243
OTUD1	7075
HEPACAM	8053
FBP1	6779
OAF	8032
TIGD3	7793
FAM181B	7867
CCDC89	7880
CTAGE10P	8813
RNF152	10700
FCER1A	559
MS4A2	7771
FCER1G	567
SDHAP4	2865
FCER2	10815
FABP5P3	5827
WAC-AS1	7097
ZNF438	7107
ZEB1-AS1	7110
SLC16A9	7204
FAM13C	7202
MARCHF8	7153
ZNF22-AS1	7151
TMEM72-AS1	7150
HNRNPA3	1697
ZNF485	7144
RASGEF1A	7143
REEP3	7222
JMJD1C	7220
UCMA	7031
RPP38-DT	7039
FAM171A1	7039
NSUN6	7053
ARL5B	7053
LRRN4CL	7782
HNRNPUL2	7782
ALKBH3	7726
LINC02685	7731
EEF1AKMT1	8682
SKA3	8683
MICU2	8685
SPATA13	8696
CPNE2	9995
ADGRG5	9997
PRSS54	10000
FCGR2A	568
CES5A	9989
LINC00305	10711
CCDC162P	4934
AK9	4935
NT5DC1	4965
CALHM4	4967
ZUP1	4967
FAM162B	4968
TBC1D32	4987
BEND6	4719
GSTA5	4700
OPN5	4677
ADGRF4	4677
ADGRF5	4673
TDRD6	4672
SPATS1	4661
C6orf223	4660
RSPH9	4658
LRRC73	4658
TREML5P	4648
ADCY10P1	4647
OARD1	4647
KIF6	4639
TMEM217	4629
FGD2	4628
PI16	4628
C6orf89	4627
ARMC12	4622
SMIM29	4616
LEMD2	4614
ZSCAN12P1	4610
H2AC1	4602
KDM1B	4567
RBM24	4564
RNF182	4548
PHACTR1	4543
FCGRT	10971
SMIM13	4535
SYCP2L	4534
LINC00518	4532
PXDC1	4502
SERPINB9P1	4498
ZSCAN25	5602
FAM200A	5601
FKTN	6827
VWDE	5262
PRPS1L1	5288
POLR1F	5296
SP8	5301
HOXA11-AS	5330
JAZF1	5333
FCN1	6958
PPP1R35	5605
GPC2	5604
BRAT1	5222
SDK1	5225
FOXK1	5231
MMD2	5232
DAGLB	5237
THSD7A	5257
ALDH3B2	7803
FCN2	6958
VSTM2A	5451
DKFZp434L192	5458
TMED4	5406
DKFZP586I1420	5344
MTURN	5343
PRR15	5341
SRRM3	5500
RSBN1L	5503
FDFT1	5901
ELAPOR2	5545
FBXL13	5613
NAPEPLD	5614
ATXN7L1	5624
CDHR3	5625
BEND7	7031
FDPS	542
LNX2	8712
ADGRG3	9998
HS3ST5	4956
GPRC6A	4968
RFX6	4968
SLC35F1	4973
FAM83B	4709
ADGRF2	4677
TSPO2	4647
UNC5CL	4647
KCTD20	4625
PXT1	4625
LHFPL5	4623
SCUBE3	4620
ZSCAN23	4612
NKAPL	4611
TOB2P1	4611
FAM217A	4503
TMEM130	5598
FERD3L	5294
RPL23P8	5301
NYAP1	5605
SLC29A4	5233
ALDH9A1	586
FDX1	7987
ITPRID1	5350
ZNRF2	5344
SEMA3D	5537
FDXR	10416
FECH	10681
FEN1	7778
GPC4	12080
ALDH3A2	10215
FER	4162
FES	9779
FGA	3542
FGB	3542
FGD1	11787
FGF1	4315
FGF2	3400
FGF3	7811
FGF4	7811
ABCD2	8258
FGF5	3210
FGF6	8119
FGF7	9598
FGF8	7389
FGF9	8686
FGF10	3899
FGF11	10169
MAPK15	6486
FGF12	2842
FGF13	12101
FGF14	9049
FGFR1	6020
FGFR3	2874
GPC5	9002
FGFR2	7479
FGFR4	4470
FGG	3543
FGL1	5926
FGR	107
FH	926
FHIT	2261
FHL1	12090
FHL2	1394
FHL3	152
VEGFD	11622
CASC3	10271
NID2	9250
COG2	876
TFEC	5671
LAMB4	5635
FKBP1A	11012
RRAS2	7591
ITGA11	9683
CLCA4	369
XRN2	11104
IKZF3	10269
IKZF2	1859
MRAS	2597
ATF5	10972
FKBP1B	1065
COPZ1	8324
FKBP1AP1	11004
COPG1	2558
RASA3	9104
PHLDA1	8421
MTF2	399
HSPA4L	3423
DNAJC8	110
PUF60	6487
SCAF8	5141
NLGN4Y	12188
CEP162	4824
ZNF652	10305
ZFP30	10925
RHOBTB3	4103
COBLL1	1640
RNF44	4468
DLGAP4	11145
RAB11FIP2	7464
PPM1E	10348
FRMPD1	6660
DOLK	6933
VASH1	9361
ZNF507	10903
AAK1	1271
CPEB3	7346
ADNP2	10786
ANKRD26	7090
LMTK2	5595
NTNG1	460
CHSY1	9826
CILK1	4700
ADGRL1	10840
FKBP2	7788
NLRP1	10160
FNDC3A	8809
ATG14	9265
R3HDM2	8336
SLITRK3	2719
CNKSR2	11649
FASTKD2	1831
ZNF510	6788
FKBP3	9219
PPP6R1	10992
NLGN1	2757
SEC31A	3222
DZIP1	9021
PLEKHA6	761
ENPP4	4670
INPP5F	7471
MLXIP	8629
TRAPPC8	10563
MON1B	10080
FKBP4	8112
MORC2	11474
ANKRD6	4847
ZHX2	6390
CLSTN1	38
WDR37	6975
ABLIM3	4345
FOXJ3	171
UBOX5	11020
KHDC4	544
FKBP5	4622
ZBTB1	9306
ZNF365	7216
BAHD1	9560
DIS3	8917
RPH3A	8586
CEP164	8019
DENND3	6474
ARHGEF15	10172
ALDOB	6808
FOXG1	9146
CARD8	10965
ARSG	10385
RUFY3	3168
BTBD3	11061
SBNO2	10789
EPN2	10214
TRAK1	2182
DHX30	2208
SACM1L	2199
WDR47	466
RALY	11135
KLRK1	8142
MMRN1	3254
NCBP2	2862
ZP1	7774
CD93	11112
MAPRE1	11130
KIFAP3	605
MSRB2	7073
MAPRE3	1078
PLA2R1	1618
ATF6	569
HABP4	6787
SEPHS2	9938
SEPHS1	7031
RAB3GAP1	1503
RAB18	7093
SIRT2	10930
RPIA	1351
ELL2	4104
SCAP	2206
SNW1	9365
FOXF1	10123
SHANK2	7814
DKK1	7170
KIN	7006
CCT5	3751
PTGR1	6854
FOXF2	4491
SLC4A1AP	1081
CYP2G1P	10938
P2RX2	8675
TRIM32	6877
SCMH1	165
FOXC1	4492
LAMB2P1	2214
TPX2	11125
PAXIP1	5836
AKR7A3	73
NT5C2	7395
EFR3B	1069
TCF25	10138
NINL	11123
DIP2C	6973
MAST1	10835
PDCD11	7396
ACIN1	9121
SORCS3	7402
SV2C	4014
MYH15	2465
FOXI1	4441
PCNX1	9335
KDM2A	7801
HMGXB3	4349
CEP131	10442
CEP152	9595
TTC39A	210
IGSF9B	8095
LIMCH1	3049
RIMS1	4770
ALDOC	10228
FOXL1	10124
WDFY3	3230
DAAM1	9282
MAPKBP1	9566
PLCH1	2675
KLHDC10	5736
FOXE3	193
RAB21	8401
STK38L	8219
SPEN	60
FBXO21	8607
EXOSC7	2195
FAIM2	8304
CNOT1	10002
FOXJ1	10421
SNRNP200	1355
PALLD	3606
TMCC1	2560
PDZRN3	2323
UNC13A	10854
MYO16	9082
KDM1A	89
RBM34	897
FOXC2	10124
KDM4B	10805
MAST3	10856
USP33	331
DOP1A	4819
SAMD4A	9262
PHLPP2	10056
ZNF292	4837
PDZD2	3845
WDTC1	106
XPO7	5944
FOXE1	6792
MYT1L	962
MON2	8360
TNIK	2746
KIF21B	747
PDS5B	8735
FNBP1	6937
FOXM1	8112
ZHX3	11167
ENDOD1	7918
ZSWIM8	7268
NCOA6	11138
NMNAT2	665
CLUAP1	9843
FOXD2	193
ZNF609	9666
TBC1D9B	4480
GGA2	9915
WAPL	7323
SETX	6946
EMC1	72
CAND2	2050
SETD1B	8628
FOXS1	11125
CMTR1	4630
ERP44	6801
HECW1	5399
UHRF1BP1L	8530
SWAP70	7570
RRP1B	11408
MYCBP2	8936
VWA8	8776
FOXO1	8771
AVL9	5354
KDM4C	6520
PPRC1	7391
ERC1	8104
EXPH5	7978
TRIM35	5969
PEG10	5580
FOXO3	4931
ZNF423	9960
ZC3H13	8796
ARHGAP26	4315
TTLL5	9356
SIPA1L3	10926
KIF1B	40
IQSEC2	11782
CDK19	4940
SARM1	10227
ZBTB43	6923
AKR1B1	5755
MCF2L2	2801
TBC1D2B	9726
FSTL4	4272
MRPS27	3997
RAP1GAP2	10149
DDN	8301
SPART	8752
TNRC6B	11514
CUL9	4656
NFASC	764
TOGARAM1	9219
TAB2	5116
FLG	529
ATP10B	4397
CLASP2	2144
CAMTA2	10158
POGZ	525
COLGALT2	668
PLXND1	2559
FLI1	8071
ATG2A	7791
GPATCH8	10289
RAD54L2	2224
PHF8	11784
KDM6B	10170
EPB41L3	10474
SMC5	6672
MAST2	186
FLII	10213
ZZEF1	10154
ANKLE2	8675
DCUN1D4	3085
LRCH1	8798
ZC3H3	6485
NACAD	5408
FCHO1	10855
MLANA	6516
FRMD4B	2304
GRAMD4	11542
CIC	10944
NCDN	141
CLCC1	466
SEPTIN6	12021
TBC1D9	3480
FLNA	12162
WDR43	1086
SNX13	5287
MAPK8IP3	9836
GGA3	10417
MPRIP	10208
NUP205	5760
STAB1	2228
EFR3A	6431
RTF1	9564
SLC35D1	282
FLNB	2253
TTLL12	11527
GPD1L	2138
ABRAXAS2	7494
METAP1	3295
ZCCHC14	10127
LPIN1	1007
SEPTIN8	4271
CEP68	1251
PASK	1988
RGL1	667
FLNC	5730
RFTN1	2066
DIP2A	11420
MESD	9739
LARP4B	6974
RCOR1	9480
PHLDB1	8025
KANK1	6492
FLOT2	10229
UBXN4	1506
CYFIP1	9498
ATG4B	1990
GANAB	7782
FBXL7	3776
MDN1	4848
FAM120A	6775
FAF2	4467
PSME4	1200
GSE1	10119
ATP11B	2800
FAM168A	7825
PMPCA	6965
ACSBG1	9727
PLEKHM2	60
SYT11	544
MLC1	11558
FLT1	8715
JMJD6	10423
ZC3H4	10961
RRS1	6135
SULF1	6149
XPO6	9935
PRRC2C	612
TBC1D1	3034
ZFR2	10800
NBEAL2	2205
FBXO28	848
FLT3	8714
DTX4	7767
RHOBTB2	5949
RRP12	7370
SYNE2	9303
NUP210	2052
PLCL2	2068
ARHGEF9	11805
FLT3LG	10971
VPS13A	6704
SEL1L3	2978
TBC1D12	7357
EXOC6B	1283
DNAJC9	7265
SIK2	7992
PLCB1	11043
ARC	6481
PHLPP1	10705
FLT4	4483
TMEM131L	3537
PACS2	9492
COBL	5435
ANKRD28	2063
PDS5A	3043
ASTN2	6876
KATNIP	9933
RPRD2	520
ATP11A	9099
MINAR1	9732
OTUD3	75
ANKRD12	10492
KAZN	55
MTCL1	10490
SCFD1	9155
DENND5A	7568
DDHD2	6019
FMO1	611
CAMTA1	25
PPIP5K2	4136
MCF2L	9100
ZC3H7B	11519
EXOC7	10421
ADGRL2	347
DNMBP	7381
MGA	9565
FMO2	611
TSPYL4	4966
CAMSAP2	746
TASOR	2247
CLEC16A	9876
POFUT2	11415
KLHL18	2206
CLUH	10149
NUP160	7744
FMO3	611
MTUS2	8718
CSTF2T	7167
ADGRL3	3125
WWC1	4432
AGTPBP1	6742
IQCE	5222
FMO4	612
FBXW11	4449
SMG6	10146
ANKS1A	4619
MGRN1	9848
BICD2	6772
ATMIN	10098
EHBP1	1240
WSCD1	10163
KIF13B	5977
UBR2	4654
ACSL6	4266
NEMP1	8335
FKBP15	6861
ICOSLG	11410
SIN3B	10851
FMOD	757
NCAPD3	8096
DMXL2	9607
KIAA0930	11536
SATB2	1798
SLC9A8	11206
CUX2	8580
DNAJC13	2571
TUT4	215
FMR1	12138
TRIM2	3536
RPGRIP1L	9979
MAN2B2	2894
WASHC4	8553
USP22	10218
NEDD4L	10683
SASH1	5112
TBC1D30	8369
TTC28	11461
CLASP1	1451
SZT2	176
WDR7	10677
SYNM	9817
JADE2	4279
VPS39	9568
AFF2	12141
DNAJC16	59
ESYT1	8331
SYNE1	5129
SMCHD1	10462
DOCK9	9036
PHF24	6648
FN1	1870
U2SURP	2618
KHNYN	9127
UBR4	72
SUN1	5214
HAUS5	10917
VPS8	2808
ANGEL1	9361
USP24	227
FAM189A1	9518
FNBP4	7744
ZNF629	9939
PSD3	5929
OBSL1	1889
ARHGEF12	8032
KIAA0895	5368
LARP1	4370
PPP1R13B	9485
PUM2	1047
TNS2	8318
CRTC1	10859
UFL1	4877
RRP8	7557
ICE1	3729
SRGAP2	769
SMG5	545
AHCYL2	5732
MAU2	10861
SPECC1L	11445
NCSTN	564
NUDCD3	5405
SIK3	8017
MED13L	8602
FNTA	6040
ZDHHC17	8424
ECPAS	6853
ADNP	11211
LARS2	2197
PIP5K1C	10800
NCAPH	1356
PPWD1	3976
CTDNEP1	10168
FRAT2	7369
FBXO46	10955
EXOSC2	6939
DICER1	9445
COTL1	10114
SIRT5	4547
SIRT4	8621
SIRT1	7242
COMMD3	7069
NCS1	6938
ZFPM2	6309
KCNH4	10280
KCNH3	8303
MLYCD	10111
CRB1	729
FNTB	9308
ITGB3BP	266
TMED3	9732
TDRD7	6789
GRIP1	8376
SLC7A8	9121
RYBP	2319
TPSD1	9834
AP4E1	9605
GPR161	597
RHOQ	1166
LINC01565	2555
TARDBP	43
CELA3B	84
HARS2	4306
ATP1B4	12024
OTP	4021
SLC35A3	430
SLC44A1	6825
SF3B3	10054
SF3B1	1789
ANGPTL2	6925
ABCB10	871
ABCB9	8632
ABCA6	10389
ABCA5	10390
HEY1	6196
ICMT	22
GCAT	11504
CBX6	11508
NPTXR	11508
CBX5	8323
PHF3	4732
TRAM1	6154
CAPN7	2061
ETHE1	10946
BRD4	10844
SEC11A	9751
ISCU	8569
FOLR1	7819
SEC61G	5452
PES1	11472
TGDS	9017
LEPROTL1	5982
CES3	10040
CBX7	11510
HEY2	5009
TNFRSF13B	10208
HAAO	1149
MACF1	157
FOLR2	7819
DAAM2	4641
ZFYVE26	9321
RIMBP2	8666
TMEM131	1359
BICRAL	4654
LRRC8B	383
TTC9	9334
POFUT1	11127
KCTD2	10416
NUP188	6933
SCRIB	6487
SPIDR	6049
MORC3	11374
SLC39A14	5946
MTREX	3930
R3HDM1	1505
ANP32D	8299
FOLR3	7819
ANP32C	3586
RPL13A	10971
KAT6B	7272
CABIN1	11444
SRRM2	9840
ARHGAP45	10789
ACAP2	2856
ZNF281	744
CLCF1	7802
FOS	9354
NNT	3896
MMD	10333
PRAME	11438
PIK3R5	10175
TNPO3	5731
ADAT1	10073
OR52A1	7550
SLC16A8	11505
FOSB	10954
SEC14L2	11471
RBFOX2	11495
SEZ6L	11453
ATP6V0A2	8635
SYNGR4	10966
LILRA4	10990
TTC33	3883
DNPEP	1889
FOSL2	1084
PSD4	1415
RASD2	11494
CDK20	6752
HYAL4	5708
TSPAN12	5694
TSPAN15	7248
PIGN	10702
SNAPIN	535
WBP2	10420
WBP1	1293
FPGS	6928
GTPBP4	6975
CLDN14	11375
CHST5	10072
LPAR3	362
ZNF346	4470
ARL2BP	9996
PADI4	63
FPR1	10980
PRG1	10946
DDAH1	364
FPR2	10980
CDC42EP4	10408
CASP14	10844
CCNDBP1	9572
SMUG1	8323
VSIG2	8053
TMEM50A	98
DDX58	6637
ELP5	10168
KLHDC2	9240
CARHSP1	9867
FPR3	10980
PDSS1	7089
FAM215A	10287
LEMD3	8371
HEBP2	5067
ORC6	9947
ORC3	4839
OPN3	926
ACOT9	11660
PATZ1	11475
AMACR	3855
CLEC5A	5788
CORO1C	8569
DAPK2	9664
CD2AP	4676
MKRN1	5782
MKRN2	2049
PHLDA3	749
ZMYND8	11194
PPY2P	10227
PYY2	10227
SH3BP1	11503
TSSK2	11427
ZIM2	10999
NTSR2	1007
BACE1	8019
RUSC1	542
CBLC	10952
FAM89B	7794
SPO11	11239
PRND	11027
BRD7P3	4976
KCNE5	11978
CA14	520
KPNA6	126
SSBP2	4038
NUP62	10972
RABGAP1	6906
DNAAF11	6435
HSPBP1	10993
SNHG1	7783
LY96	6169
EDC4	10044
PPP1R15A	10968
PLD3	10936
ARFIP2	7556
SSBP3	223
POLA2	7793
TRIM29	8031
PLXNB2	11559
SLC7A11	3469
LSM5	5354
PLA2G15	10046
ZKSCAN5	5601
CEMIP2	6679
TMEFF2	1764
STX12	108
SMPX	11651
SH3BP4	1959
SGK3	6136
RAB38	7891
PRKD3	1124
KCNE4	1906
CADM1	8009
GSPT2	11779
GABARAPL1	8141
SHPK	10152
TMEM245	6842
FRRS1L	6843
EID1	9596
NPAP1	9502
BHMT2	4028
AIPL1	10164
PITPNB	11460
PISD	11477
OSBP2	11473
MAFF	11506
IL17RA	11422
GABARAPL3	9776
FLRT3	11072
FLRT2	9402
FLRT1	7788
FKBP8	10858
BRD1	11557
ARHGAP8	11534
APOL2	11497
AP1B1P1	11479
BCL2L13	11425
MTCH1	4628
MTCH2	7743
ALK	1088
ALOX12	10167
FXN	6667
ABCA4	403
ALOX5	7152
ALOX5AP	8726
KIF4A	11832
IFIT5	7334
EML2	10955
LAMP5	11049
NAA80	2218
TFIP11	11454
PANX1	7914
CLDN15	5608
FJX1	7689
PRPF6	11271
ZNF318	4657
ALOX12B	10171
FRK	4964
ALOX12P2	10166
SPDYA	1086
MS4A6E	7772
VGLL2	4970
CNPY4	5604
DEFB110	4687
DEFB112	4688
DEFB113	4687
DEFB114	4687
DEFB121	11124
DEFB122	11124
DEFB123	11124
DEFB124	11124
DEFB125	11007
DEFB128	11007
ATP6V0D2	6223
ATP6V1C2	1003
